dataset,file_name,source,file_type,compression,encoding,language_hint,dataset_type,classification_confidence,n_columns,estimated_records,records_sampled,text_length_avg,encoding_quality,dominant_script,mixed_language,code_switching,romanized,errors,relative_path
archive (2),27910.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,10,4,748.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27910.txt
archive (2),27911.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,209.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27911.txt
archive (2),27912.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,443.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27912.txt
archive (2),27914.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,258.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27914.txt
archive (2),27917.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,7,3,811.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27917.txt
archive (2),2792.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,54.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2792.txt
archive (2),27926.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,13,5,394.2,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27926.txt
archive (2),27931.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\27931.txt
archive (2),27933.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,141,54,139.41,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27933.txt
archive (2),27935.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,289.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27935.txt
archive (2),27951.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,110.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27951.txt
archive (2),27953.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,78.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27953.txt
archive (2),27954.txt,unknown,txt,none,utf_8,en,Bilingual,0.55,1,1,1,17.0,1.0,Latin,True,True,False,0,archive (2)\valid\valid\27954.txt
archive (2),27955.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,97.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27955.txt
archive (2),27957.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,71.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27957.txt
archive (2),27958.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,13,5,360.2,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27958.txt
archive (2),27962.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,142.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27962.txt
archive (2),27963.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,364.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27963.txt
archive (2),27967.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,199.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27967.txt
archive (2),27968.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,146.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27968.txt
archive (2),27975.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,132.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27975.txt
archive (2),27977.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,183.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27977.txt
archive (2),27981.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,497.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27981.txt
archive (2),27982.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,57.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27982.txt
archive (2),27984.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,295,113,191.6,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27984.txt
archive (2),27986.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,93.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27986.txt
archive (2),2799.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,117.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2799.txt
archive (2),27991.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,44.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27991.txt
archive (2),27998.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,40.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27998.txt
archive (2),27999.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\27999.txt
archive (2),2800.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,148.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2800.txt
archive (2),28000.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,235.25,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28000.txt
archive (2),28002.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,7,3,573.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28002.txt
archive (2),28008.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,192.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28008.txt
archive (2),28011.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,261.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28011.txt
archive (2),28012.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,43.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28012.txt
archive (2),28015.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,175.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28015.txt
archive (2),28017.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,266.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28017.txt
archive (2),2802.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,21,8,225.62,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2802.txt
archive (2),28020.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,220.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28020.txt
archive (2),28022.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,37,14,265.07,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28022.txt
archive (2),28026.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,421.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28026.txt
archive (2),28034.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,165.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28034.txt
archive (2),28035.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,71.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28035.txt
archive (2),28037.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,111.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28037.txt
archive (2),28043.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28043.txt
archive (2),28044.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,53.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28044.txt
archive (2),28049.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,83.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28049.txt
archive (2),28050.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,34,13,769.62,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28050.txt
archive (2),28053.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,311.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28053.txt
archive (2),28054.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,89.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28054.txt
archive (2),28057.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28057.txt
archive (2),28061.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,261.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28061.txt
archive (2),28062.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28062.txt
archive (2),28064.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,81.0,1.0,Devanagari,False,True,False,0,archive (2)\valid\valid\28064.txt
archive (2),28067.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,456.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28067.txt
archive (2),28071.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,16,6,584.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28071.txt
archive (2),28076.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,54.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28076.txt
archive (2),28078.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,746.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28078.txt
archive (2),28082.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,49.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28082.txt
archive (2),28084.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,17,7,94.14,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28084.txt
archive (2),28085.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,21,8,420.62,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28085.txt
archive (2),28086.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,128.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28086.txt
archive (2),28088.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,121.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28088.txt
archive (2),28089.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,49.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28089.txt
archive (2),28091.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,51.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28091.txt
archive (2),28092.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,20,8,238.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28092.txt
archive (2),28094.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28094.txt
archive (2),28096.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,42.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28096.txt
archive (2),28097.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,201.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28097.txt
archive (2),28103.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,44.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28103.txt
archive (2),28105.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,193.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28105.txt
archive (2),28109.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,35.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28109.txt
archive (2),28113.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,312.0,1.0,Devanagari,False,True,False,0,archive (2)\valid\valid\28113.txt
archive (2),28118.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,223.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28118.txt
archive (2),28120.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,86.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28120.txt
archive (2),28122.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,98.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28122.txt
archive (2),28127.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,160,61,337.97,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28127.txt
archive (2),28131.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,192.4,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28131.txt
archive (2),28132.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28132.txt
archive (2),28138.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,100.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28138.txt
archive (2),28144.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,60.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28144.txt
archive (2),28150.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,450.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28150.txt
archive (2),28155.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,714.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28155.txt
archive (2),28157.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,54.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28157.txt
archive (2),28160.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,226.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28160.txt
archive (2),28162.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,352.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28162.txt
archive (2),28164.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,49.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28164.txt
archive (2),28169.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,21,8,72.88,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28169.txt
archive (2),28173.txt,unknown,txt,none,utf_8,,Unknown,0.2,1,18,12,108.67,1.0,,False,False,False,0,archive (2)\valid\valid\28173.txt
archive (2),28174.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,225.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28174.txt
archive (2),28178.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28178.txt
archive (2),28180.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,36.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28180.txt
archive (2),28193.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,161.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28193.txt
archive (2),28200.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,86.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28200.txt
archive (2),28202.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,903.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28202.txt
archive (2),28209.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28209.txt
archive (2),2821.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,479.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2821.txt
archive (2),28212.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,24,9,531.11,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28212.txt
archive (2),28213.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,83.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28213.txt
archive (2),28218.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,101.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28218.txt
archive (2),28219.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,66.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28219.txt
archive (2),2822.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,40.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2822.txt
archive (2),28222.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,16,6,639.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28222.txt
archive (2),28225.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,80.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28225.txt
archive (2),28226.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,4,2,60.5,1.0,Devanagari,True,True,False,0,archive (2)\valid\valid\28226.txt
archive (2),28229.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,219.14,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28229.txt
archive (2),2824.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,16,6,1621.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2824.txt
archive (2),28241.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28241.txt
archive (2),28243.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,91.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28243.txt
archive (2),28247.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,151.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28247.txt
archive (2),2825.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,216.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2825.txt
archive (2),28254.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,135.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28254.txt
archive (2),28256.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,360.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28256.txt
archive (2),28261.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,200.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28261.txt
archive (2),28262.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,192.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28262.txt
archive (2),28271.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28271.txt
archive (2),28274.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,39.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28274.txt
archive (2),28284.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,180.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28284.txt
archive (2),28286.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,60.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28286.txt
archive (2),28288.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,154.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28288.txt
archive (2),28290.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,108.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28290.txt
archive (2),28297.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,404.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28297.txt
archive (2),28299.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,142.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28299.txt
archive (2),28300.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,193.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28300.txt
archive (2),28301.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,108.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28301.txt
archive (2),28302.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,58.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28302.txt
archive (2),28303.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,258.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28303.txt
archive (2),28304.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,52.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28304.txt
archive (2),28305.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,4,2,109.5,1.0,Devanagari,True,True,False,0,archive (2)\valid\valid\28305.txt
archive (2),28306.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28306.txt
archive (2),28307.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,68,26,101.08,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28307.txt
archive (2),28310.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,211.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28310.txt
archive (2),28327.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,77.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28327.txt
archive (2),28330.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,108.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28330.txt
archive (2),28340.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,132.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28340.txt
archive (2),28341.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,232.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28341.txt
archive (2),28352.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,49.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28352.txt
archive (2),28354.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,78.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28354.txt
archive (2),28356.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,396.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28356.txt
archive (2),28361.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,35,13,162.46,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28361.txt
archive (2),28362.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,12,5,544.4,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28362.txt
archive (2),28366.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,678.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28366.txt
archive (2),2837.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,35.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2837.txt
archive (2),28371.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,571.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28371.txt
archive (2),2838.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,358.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2838.txt
archive (2),28382.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,84.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28382.txt
archive (2),28388.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,75.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28388.txt
archive (2),28389.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,233.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28389.txt
archive (2),28391.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,278.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28391.txt
archive (2),28396.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,24,9,377.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28396.txt
archive (2),28401.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,46.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28401.txt
archive (2),28402.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,93.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28402.txt
archive (2),28405.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,16,6,234.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28405.txt
archive (2),28407.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,63,24,69.92,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28407.txt
archive (2),28408.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,397.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28408.txt
archive (2),28415.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,38.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28415.txt
archive (2),28418.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,684.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28418.txt
archive (2),2842.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,158.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2842.txt
archive (2),28420.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,50.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28420.txt
archive (2),28424.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,922.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28424.txt
archive (2),28427.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,45.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28427.txt
archive (2),28432.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,203.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28432.txt
archive (2),28433.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,69.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28433.txt
archive (2),28436.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,31,12,167.25,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28436.txt
archive (2),28439.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,197.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28439.txt
archive (2),28441.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,296.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28441.txt
archive (2),28443.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,76.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28443.txt
archive (2),28445.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,348.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28445.txt
archive (2),28446.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,349.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28446.txt
